,Unnamed: 0,right_ascension_angle,declination_angle,ultraviolet_filter,green_filter,red_filter,near_infrared_filter,infrared_filter,run_ID,cam_col,field_ID,spec_obj_ID,redshift,plate,MJD,fiber_ID,class
51809,51809,319.37218891271,0.142443451676445,24.61069,21.39373,19.97219,19.38302,19.01205,4187.0,4.0,78.0,1.03144689563004e+19,0.2321179,9161.0,57691.0,363.0,0
12825,12825,138.9180064784,20.5321448502581,24.65871,20.39765,18.65361,18.02069,17.65231,5061.0,1.0,166.0,2.5761909903102054e+18,0.3727059,2288.0,53699.0,480.0,0
50711,50711,35.3793154922892,-1.30776959647138,21.61125,21.33968,20.86914,20.55809,20.47177,7780.0,6.0,138.0,8.816968467683235e+18,0.6797376,7831.0,57016.0,168.0,0
41392,41392,332.404523762148,6.08040545813974,18.88675,17.32689,16.64454,16.39941,16.23154,5655.0,3.0,173.0,2.598630659652086e+18,-0.000135386,2308.0,54379.0,195.0,2
73054,73054,24.2996461786976,8.79707794987964,24.44344,21.74038,20.37493,19.57422,19.0606,7784.0,2.0,357.0,5.121916406657736e+18,0.4361215,4549.0,55556.0,719.0,0
83435,83435,180.757013655664,49.8260432703384,20.43146,18.82505,18.14428,17.84502,17.70999,2964.0,3.0,303.0,3.286567600011634e+18,-0.0003827214,2919.0,54537.0,239.0,2
51481,51481,183.076535143497,42.1524155915868,21.30667,21.40269,21.23143,21.22982,21.23522,3840.0,3.0,165.0,9.438584246816231e+18,1.434085,8383.0,57518.0,601.0,1
94583,94583,238.340499488796,43.8827794792605,19.51468,18.32361,18.50748,18.65624,18.73097,3187.0,5.0,77.0,3.902429359230788e+18,-0.0006652194,3466.0,54998.0,219.0,2
64263,64263,252.518147174934,29.2473578981603,22.93027,22.23899,20.27016,19.27754,18.88013,3187.0,1.0,200.0,4.716649067106818e+18,0.5131074,4189.0,55679.0,925.0,0
22016,22016,350.26501771259,1.93932617785505,22.46692,22.53561,22.44739,21.29625,21.03638,7712.0,2.0,264.0,1.0361895565747577e+19,0.8124005,9203.0,57692.0,868.0,0
87806,87806,324.519376011228,1.18815246111974,21.81566,21.46446,21.3786,21.42118,21.16619,7717.0,2.0,92.0,1.0316672108630137e+19,-0.0002371779,9163.0,58043.0,186.0,2
13458,13458,240.342729890937,53.6481712000817,22.05925,21.023,20.83796,20.87431,21.20358,1412.0,3.0,364.0,9.081692943358908e+18,1.2623,8066.0,57544.0,670.0,1
41053,41053,240.442642241802,38.9090773462558,22.29907,21.40428,20.13142,19.16711,18.77992,3180.0,3.0,217.0,5.845692209308129e+18,0.1862905,5192.0,56066.0,72.0,1
73396,73396,178.16351387267,47.3703771983414,24.99623,21.73741,20.23314,19.28303,18.78022,3698.0,4.0,139.0,7.480644289791547e+18,0.5768557,6644.0,56384.0,601.0,0
46415,46415,137.233804376383,20.3250824453405,22.8005,21.80427,20.23183,19.07944,18.62155,5061.0,2.0,156.0,6.49555608602387e+18,0.5352811,5769.0,56246.0,871.0,0
81688,81688,181.850026236891,39.8113215784935,24.38327,22.4599,21.91006,22.19416,21.83311,4469.0,3.0,432.0,2.246249261404547e+18,2.584657,1995.0,53415.0,287.0,1
582,582,233.471110160437,31.7247663201844,20.81306,18.90036,17.59827,17.08834,16.74113,3927.0,4.0,39.0,5.317688033398774e+18,0.2000235,4723.0,56033.0,228.0,0
44887,44887,225.704542695816,56.9247087932928,23.13059,23.20797,21.77582,20.54992,19.6496,6122.0,4.0,15.0,9.475765613207249e+18,-3.218649e-05,8416.0,57894.0,698.0,2
76560,76560,6.61255634720628,-7.8285060038665,22.9536,21.03386,19.24654,18.61114,18.19305,8095.0,3.0,344.0,8.05137136742435e+18,0.3730202,7151.0,56598.0,222.0,0
58358,58358,6.55016588099937,-2.72244558882557,22.11951,22.02431,21.47709,21.06794,21.1958,7907.0,3.0,115.0,1.0517226597916105e+19,0.7944978,9341.0,57743.0,711.0,0
95890,95890,175.287591813455,46.0264658700056,24.6748,21.42187,21.02532,20.77788,20.97645,3698.0,1.0,125.0,7.481781734805362e+18,3.368169,6645.0,56398.0,643.0,1
39524,39524,169.189852900406,2.42415797308852,20.05887,18.2571,17.31841,16.79202,16.4398,1462.0,4.0,293.0,5.742400536398008e+17,0.07599863,510.0,52381.0,113.0,0
48107,48107,139.938938284168,25.6166902455047,24.72404,22.52689,21.74644,21.44477,21.18601,4576.0,2.0,183.0,1.080433354930365e+19,-0.0005484545,9596.0,57817.0,720.0,2
88266,88266,13.8959006441675,11.6905152625948,23.45582,22.97153,21.02689,20.05891,19.59794,7787.0,2.0,292.0,6.424579310557092e+18,0.5679528,5706.0,56165.0,707.0,0
60896,60896,246.882671873983,37.9245260063377,23.17046,21.86599,21.26873,20.96668,21.11193,3225.0,1.0,245.0,1.2082272556859808e+19,-0.001193566,10731.0,58247.0,875.0,2
49933,49933,196.543423463591,64.0859657874248,24.49938,22.76972,21.01977,19.87015,19.30759,1345.0,2.0,396.0,7.682202918188243e+18,0.6381547,6823.0,56687.0,683.0,0
51114,51114,192.880720439588,38.9431882261769,25.27682,21.82434,20.05206,19.23219,18.74303,3900.0,2.0,416.0,4.472321089230625e+18,0.4325413,3972.0,55589.0,897.0,0
95475,95475,199.077225548778,37.8499543367833,19.83989,18.09544,17.14301,16.64754,16.3877,4510.0,6.0,22.0,2.287964739273255e+18,0.1156772,2032.0,53815.0,495.0,0
492,492,339.042550941731,-0.29011333237728,23.45107,22.68611,22.87647,21.55799,22.13728,4192.0,3.0,216.0,1.0354996130082e+19,0.7653434,9197.0,57680.0,344.0,0
60953,60953,119.105734180158,22.6028295266802,23.94697,22.42095,22.05406,22.81207,21.66714,3605.0,4.0,65.0,1.2511236576112826e+19,0.1777305,11112.0,58428.0,861.0,0
19968,19968,191.707611850355,46.4685073038414,25.21094,25.5812,22.41462,20.64859,19.61745,3699.0,2.0,52.0,8.354433333401507e+18,0.8808048,7420.0,56753.0,931.0,0
91344,91344,36.2390624201294,3.99746045702131,26.27785,21.1586,19.37465,18.61062,18.21446,7727.0,3.0,308.0,4.798704242193096e+18,0.4298736,4262.0,55482.0,432.0,0
58639,58639,197.157944166408,4.18908220707761,23.19737,22.30694,20.50311,19.48908,19.03752,2247.0,2.0,243.0,5.359404322865306e+18,0.5304779,4760.0,55656.0,439.0,0
57073,57073,148.463561447132,22.3880378499595,23.81479,22.64032,22.21061,21.65911,21.57796,5080.0,3.0,233.0,1.0827799605821067e+19,0.8337811,9617.0,58084.0,73.0,0
83864,83864,10.2386091568231,-2.07176225384437,22.83674,22.7413,21.93088,21.08181,20.41218,7778.0,4.0,385.0,1.0526187348257167e+19,0.8261186,9349.0,58068.0,542.0,0
44292,44292,240.776243210371,45.1530947447759,19.70355,18.7301,18.37071,18.24888,18.19964,3225.0,5.0,189.0,3.8596616551264174e+18,-0.000847924,3428.0,54979.0,279.0,2
37794,37794,24.659576978961,22.3979873240758,24.74505,19.76241,18.91154,18.35433,18.2229,7917.0,6.0,256.0,5.752307935062809e+18,2.797634e-05,5109.0,55892.0,310.0,2
34395,34395,173.944183115735,12.7902605935814,20.41158,18.11035,17.09016,16.72663,16.53123,3804.0,5.0,110.0,3.652471056918225e+18,-6.556358e-05,3244.0,54892.0,188.0,2
14656,14656,211.999625815317,43.3405295085844,24.53425,22.35093,20.46677,19.45688,19.19743,3699.0,2.0,150.0,6.817423544110307e+18,0.5202032,6055.0,56102.0,362.0,0
16692,16692,156.835462302763,35.3109810115203,22.14164,23.00418,21.12345,20.0961,19.45051,4518.0,6.0,191.0,1.1567719805466466e+19,0.5892727,10274.0,58170.0,815.0,0
35139,35139,192.00797823579,14.1366394968764,18.31017,16.96767,16.41182,16.22456,16.19464,3970.0,2.0,68.0,3.66496783108418e+18,-0.0001277011,3255.0,54885.0,595.0,2
3438,3438,205.175710229274,45.8751750540838,22.07962,21.98829,21.47583,21.11906,20.99417,3699.0,4.0,114.0,8.364407827792682e+18,0.497283,7429.0,56740.0,354.0,0
37504,37504,16.939774652739,7.69899114922891,24.56502,24.11129,21.53766,20.08911,19.2637,5641.0,4.0,109.0,1.2466140106833811e+19,0.7003137,11072.0,58436.0,641.0,0
45566,45566,203.651935231414,39.2273708984385,21.27602,21.4808,21.15281,21.29904,21.10271,4382.0,5.0,87.0,9.959836594633726e+18,1.278881,8846.0,57428.0,458.0,1
16469,16469,242.949592163663,18.0820893086036,22.94951,22.4397,20.15871,19.10631,18.5157,4671.0,2.0,100.0,4.5813827433432576e+18,0.5294816,4069.0,55365.0,349.0,0
58799,58799,184.022399577573,-1.77139305461441,26.35002,20.85951,19.30373,18.33064,17.88293,1140.0,5.0,208.0,4.25270298107264e+18,0.5266994,3777.0,55210.0,651.0,0
5530,5530,217.916747682675,33.5901368502422,21.62379,21.35157,20.28513,19.5489,19.24247,4512.0,5.0,127.0,4.346036675853703e+18,0.6575137,3860.0,55269.0,229.0,0
65418,65418,132.365906876318,27.6240133344428,19.41803,18.36044,17.96284,17.85736,17.78912,4335.0,5.0,151.0,2.1753530254329385e+18,0.0001346335,1932.0,53350.0,416.0,2
93753,93753,137.942336937625,24.3375339156859,25.96891,22.76582,22.53653,21.67303,21.60108,5045.0,5.0,184.0,1.0805334934887356e+19,0.854957,9597.0,58137.0,267.0,0
49902,49902,161.934426237766,40.9514836352299,21.47897,20.87391,20.25166,20.046,19.77061,3893.0,5.0,60.0,9.418244380073157e+18,0.9887304,8365.0,57450.0,333.0,1
75909,75909,236.285257151133,35.9069711417842,23.54029,21.60387,19.69055,18.72996,18.39539,3958.0,2.0,47.0,5.595873546297694e+18,0.4769417,4970.0,56039.0,549.0,0
5463,5463,105.384165499577,39.4754852061504,18.42885,17.20072,16.75813,16.59462,16.52098,6573.0,5.0,162.0,3.307991034138487e+18,4.079163e-05,2938.0,54526.0,353.0,2
42121,42121,236.133156043416,4.74564103000724,23.87313,20.49627,19.87387,19.59237,19.85014,2391.0,4.0,194.0,5.409011813995272e+18,-0.0001102336,4804.0,55679.0,686.0,2
61218,61218,150.270024228236,46.146112499345,25.94864,23.68902,21.77575,20.55251,19.60057,2830.0,2.0,265.0,8.201287855152322e+18,0.8279765,7284.0,56683.0,847.0,0
87067,87067,193.460853708903,38.4484789857572,27.30467,23.18623,21.21273,20.04505,19.04948,3900.0,1.0,419.0,9.949685086017577e+18,0.8335695,8837.0,57867.0,391.0,0
37966,37966,335.053488426908,0.183992967859127,21.95706,20.77924,19.79947,19.30994,19.03117,4192.0,4.0,189.0,1.2419759473437184e+18,0.2318024,1103.0,52873.0,394.0,0
18911,18911,125.165751381099,45.1693949068332,24.32878,22.28279,20.77806,18.9121,17.87843,2076.0,5.0,149.0,6.160209386594898e+17,-6.108753e-05,547.0,51959.0,559.0,2
82409,82409,123.97720858944,30.6626352890814,22.96091,20.78685,19.28304,18.5118,18.07385,2830.0,1.0,94.0,5.006942674529573e+18,0.4084059,4447.0,55542.0,239.0,1
83216,83216,170.83590302698,10.2049249570378,18.86795,17.77215,17.28451,17.09271,17.02695,3031.0,5.0,338.0,3.6390336502694953e+18,8.062482e-05,3232.0,54882.0,455.0,2
47247,47247,330.824999474793,12.4769926520479,20.23124,18.93109,17.89748,17.42176,17.08838,1739.0,3.0,112.0,8.276197617969664e+17,0.1888298,735.0,52519.0,303.0,0
29305,29305,119.041864832385,16.8483686806378,20.24459,18.73429,17.67093,17.18606,16.86127,4517.0,2.0,44.0,2.3420169979712246e+18,0.1942801,2080.0,53350.0,528.0,0
15211,15211,19.6765793908391,27.6677336802318,19.31913,17.26507,16.25295,15.77845,15.39993,4829.0,3.0,125.0,7.046144504957786e+18,0.08547936,6258.0,56238.0,956.0,0
82085,82085,138.117746033216,35.1608126704458,19.38514,17.67377,16.84782,16.45468,16.14145,4516.0,6.0,86.0,1.4333992744853445e+18,0.06170873,1273.0,52993.0,468.0,0
42214,42214,216.153685548071,2.90325003737284,24.3716,19.61148,18.13085,17.54076,17.1303,1458.0,5.0,610.0,4.5342260684466647e+18,0.3024571,4027.0,55629.0,826.0,0
36161,36161,226.106026634344,12.7776640599289,20.83501,18.92009,17.63306,17.13183,16.7806,5322.0,2.0,110.0,3.0973762785551585e+18,0.206432,2751.0,54243.0,93.0,0
80736,80736,210.83950771417,39.3184592439207,19.53142,19.50991,19.31944,19.28837,19.42361,3893.0,3.0,307.0,1.2113745807007832e+19,1.325341,10759.0,58526.0,686.0,1
90657,90657,335.513496473878,0.91344535137951,22.93679,20.85887,19.05559,18.38059,17.96187,4192.0,6.0,192.0,4.731183232510614e+18,0.3171214,4202.0,55445.0,552.0,0
10157,10157,183.45503874214,36.5608586373155,24.38532,21.56446,19.65388,19.00267,18.50769,4504.0,1.0,163.0,5.234309585851144e+18,0.3763326,4649.0,55621.0,3.0,0
79132,79132,193.441828213314,36.351826343142,23.30454,22.40668,21.05662,20.02972,19.76398,4504.0,1.0,217.0,4.473210589674756e+18,0.5593428,3973.0,55323.0,37.0,0
13699,13699,21.9114495741685,-3.93997508202087,24.95709,23.34901,22.18822,21.72034,20.69324,7881.0,6.0,168.0,1.0510423918971738e+19,0.887199,9335.0,57713.0,539.0,0
81850,81850,235.707738583298,4.01690271566388,20.08776,19.24347,18.92439,18.79131,18.80087,2391.0,2.0,191.0,5.408944194030164e+18,0.0004679542,4804.0,55679.0,440.0,2
86096,86096,140.672945831346,8.30545185056593,19.13968,18.20562,17.85044,17.73057,17.69069,3478.0,6.0,163.0,5.971779802369382e+18,0.0008157988,5304.0,55925.0,24.0,2
43774,43774,201.409018156664,6.58494243754533,22.71299,22.71616,20.62317,19.60878,19.04597,3230.0,2.0,26.0,5.448431230399044e+18,0.5732281,4839.0,55703.0,733.0,0
78122,78122,16.9595756863982,45.8958567142283,20.28287,19.19115,18.77047,18.62444,18.57817,3366.0,2.0,120.0,1.6562254744912138e+18,-0.000300574,1471.0,52883.0,97.0,2
50715,50715,137.909892968551,40.1090422666445,19.99376,18.11996,17.18441,16.78548,16.48443,2830.0,1.0,192.0,1.0550914034298e+18,0.1222083,937.0,52707.0,448.0,0
75352,75352,150.801535652454,39.1600085101893,23.368,19.61303,19.26896,19.22071,19.23014,3562.0,3.0,27.0,5.142135051656649e+18,3.239241,4567.0,55589.0,546.0,1
57479,57479,141.990888584178,54.1020615047456,19.89432,19.86226,19.87093,19.93397,19.7294,2074.0,3.0,148.0,8.202186711075413e+18,0.9098075,7285.0,56991.0,21.0,1
86279,86279,30.9421164791466,-0.706027419104926,20.8875,19.88301,19.52854,19.39352,19.40699,4263.0,2.0,322.0,3.2268380042323825e+18,-4.65029e-06,2866.0,54478.0,32.0,2
19792,19792,202.88192305029,32.5098886620712,21.93592,21.0625,20.75845,20.69447,20.88706,4576.0,1.0,548.0,1.1548373629470527e+19,0.0002214283,10257.0,58526.0,66.0,2
19664,19664,189.993484524552,-1.27364395110071,21.98077,21.2676,20.93452,20.8082,20.3557,1140.0,6.0,248.0,4.253904197576317e+18,-0.0001332105,3778.0,55213.0,925.0,2
61710,61710,164.232959819716,5.14117769083048,24.2931,21.29708,19.69637,18.82684,18.27835,2125.0,5.0,303.0,5.375299412762581e+18,0.4614171,4774.0,55659.0,921.0,0
58603,58603,249.034322753104,17.5384477159817,22.53097,21.46372,20.31931,19.56018,19.24813,4600.0,5.0,65.0,4.57471502993774e+18,0.4944341,4063.0,55364.0,668.0,0
72530,72530,33.5306264195772,28.996705242123,22.09436,19.18775,17.74591,17.16631,16.81804,7941.0,3.0,100.0,7.062785063772248e+18,0.2457412,6273.0,56243.0,54.0,0
28285,28285,229.807810062055,-1.17294187416982,19.29936,18.1778,17.72066,17.54191,17.47419,2379.0,5.0,138.0,1.0404365576993772e+18,0.0001053879,924.0,52409.0,382.0,2
1639,1639,172.594538521518,28.0212577243699,20.46262,18.10149,17.08979,16.70486,16.45713,5112.0,6.0,408.0,3.6277031826097193e+18,0.0001924009,3222.0,54862.0,195.0,2
67166,67166,243.31081088322,52.7875796658769,18.62703,17.1429,16.57227,16.38557,16.28581,1412.0,5.0,376.0,2.4501075271787745e+18,-0.0001889998,2176.0,54243.0,543.0,2
92661,92661,7.3488880961271,11.8329939142292,23.5334,20.49492,18.78944,18.13288,17.67012,7787.0,2.0,250.0,6.975144640803789e+18,0.3800974,6195.0,56220.0,708.0,0
17543,17543,176.094945503213,22.3777968377469,22.10955,21.49037,21.80954,21.46491,21.15731,5194.0,4.0,409.0,7.23057933568995e+18,2.265732,6422.0,56328.0,182.0,1
66962,66962,138.251944682666,15.064934885907,24.76845,21.20867,19.36933,18.75544,18.44901,5194.0,2.0,165.0,5.967279502233197e+18,0.3417539,5300.0,55982.0,36.0,0
39330,39330,334.448562349013,0.180756449681252,22.43707,24.26411,24.15461,21.7278,19.95095,4192.0,4.0,185.0,1.0298814665321632e+19,1.367903,9147.0,58038.0,757.0,1
12709,12709,6.59911973529375,13.9232024738217,20.22519,19.26047,18.75283,18.65729,18.64413,2566.0,1.0,351.0,8.478032170718597e+17,1.318099,753.0,52233.0,2.0,1
59843,59843,249.411689119098,13.9372420135398,23.69772,22.16737,22.37776,21.99638,21.44896,4670.0,6.0,344.0,4.576911304481331e+18,2.298844,4065.0,55368.0,466.0,1
15073,15073,197.096387576106,65.7741171124378,21.7839,20.60248,18.90757,18.28627,17.88907,1302.0,6.0,409.0,7.839911094261143e+18,0.3405953,6963.0,56724.0,982.0,0
84719,84719,1.12830645601048,20.7165985238782,21.64555,21.33482,21.20595,21.53648,20.91109,8096.0,5.0,235.0,8.551224477719222e+18,0.007275972,7595.0,56957.0,53.0,0
55601,55601,113.892482366478,34.2146378082163,19.64576,19.49953,19.32038,19.42502,19.32488,1331.0,3.0,43.0,1.0543145659657376e+19,0.9721544,9364.0,57699.0,796.0,1
85395,85395,177.01835145077,54.5717076958588,18.94316,17.64563,16.93818,16.5284,16.24398,2821.0,3.0,172.0,1.1451136430592756e+18,0.1338056,1017.0,52706.0,267.0,0
13017,13017,191.353136463183,46.5482612486942,21.15942,20.92897,20.59064,20.53378,20.38269,3699.0,2.0,51.0,8.354420414139881e+18,1.354805,7420.0,56753.0,884.0,1
78041,78041,12.887785301549,3.71755761486952,25.03214,22.28391,20.7815,19.90331,19.36764,7712.0,6.0,415.0,4.847008537233349e+18,0.309579,4305.0,55509.0,34.0,0
61497,61497,126.689916364841,28.4633951750172,19.49815,19.45735,19.18386,19.21205,19.33575,3560.0,5.0,130.0,1.199874678015632e+19,1.162591,10657.0,58157.0,114.0,1
38849,38849,241.882343579406,39.995733940824,24.45037,21.51266,19.80471,18.85252,18.30141,3705.0,2.0,261.0,3.903611884003237e+18,-0.0008570947,3467.0,54999.0,425.0,2
86571,86571,236.382832467814,52.6264632146262,23.95651,23.48137,21.43039,20.24087,19.35567,1345.0,2.0,551.0,9.473417330442916e+18,0.8230743,8414.0,57846.0,347.0,0
9494,9494,234.795583485095,10.8605178969078,23.75498,22.07574,20.25807,19.10696,18.61187,5322.0,2.0,169.0,5.861656018078161e+18,0.5985118,5206.0,56033.0,804.0,0
41306,41306,134.65835445267,56.3414730628586,23.21784,21.59615,20.0341,19.18879,18.69992,3600.0,2.0,32.0,8.194431856403568e+18,0.4768989,7278.0,57041.0,481.0,0
88383,88383,193.617099019099,6.20252017665264,20.02678,18.23957,17.3436,16.94755,16.63911,3841.0,1.0,192.0,2.0176478890728092e+18,0.07959425,1792.0,54270.0,128.0,0
76822,76822,184.291387880318,-2.87780222589577,24.2991,21.66742,20.3993,19.59223,19.54465,1231.0,3.0,100.0,4.252613370874976e+18,0.4265063,3777.0,55210.0,325.0,0
79784,79784,200.412976567029,37.4967707821849,24.52835,21.95184,20.40483,19.38731,19.07912,4470.0,6.0,98.0,4.482230438010837e+18,0.4885013,3981.0,55603.0,83.0,0
88434,88434,225.211829825304,42.805439437901,25.29576,22.01773,20.30312,19.51577,19.13364,3664.0,5.0,92.0,6.808407823573342e+18,0.4591654,6047.0,56098.0,331.0,0
60994,60994,338.531846237639,17.2454350549111,21.06008,19.18103,17.84713,17.32413,16.94834,8101.0,2.0,90.0,5.664422326705609e+18,0.192211,5031.0,56209.0,72.0,0
4823,4823,113.241174523201,46.6171028749399,20.97719,18.8859,17.67646,17.13241,16.73269,4264.0,5.0,68.0,2.1021343465624307e+18,0.1399768,1867.0,53317.0,288.0,0
92079,92079,124.672989014777,57.1139777527962,22.92194,20.7932,19.23174,18.39285,17.84967,4294.0,3.0,127.0,8.303687851947873e+18,-0.0001569109,7375.0,56981.0,640.0,2
59568,59568,146.939888802228,28.123320526797,22.99329,22.5383,22.06826,21.14802,21.23512,4576.0,2.0,228.0,1.1745546294357416e+19,0.7643451,10432.0,58136.0,576.0,0
83917,83917,7.93970796822782,27.9542624006544,23.22815,22.18271,20.70159,19.78093,19.41643,8103.0,5.0,143.0,7.063940930521553e+18,0.4682498,6274.0,56550.0,163.0,0
44687,44687,51.0862151672913,0.369155290253157,23.78539,21.05215,19.78871,19.18314,18.71148,4849.0,4.0,796.0,1.7632786015091692e+18,0.210281,1566.0,53003.0,434.0,0
36179,36179,219.408843167241,15.3228799211707,24.19309,22.57918,21.65212,21.33225,21.51546,5322.0,5.0,65.0,6.159944726617545e+18,0.3065388,5471.0,56034.0,532.0,0
90506,90506,338.371695888626,2.52445659856847,24.54388,23.37152,21.41037,20.30288,19.32606,7712.0,4.0,185.0,1.2771162224464257e+19,0.5845236,11343.0,58430.0,289.0,0
22175,22175,136.92323517644,59.8940588414006,22.23654,21.99773,21.64516,21.45007,21.62106,1412.0,6.0,23.0,9.22925069428827e+18,1.405127,8197.0,57064.0,906.0,1
69231,69231,321.331864821667,-2.84269533451788,20.33609,18.31827,17.12757,16.62583,16.24805,4828.0,3.0,520.0,4.934842754981452e+18,0.1633937,4383.0,55881.0,85.0,0
35100,35100,30.1470589194008,7.38826147826368,21.31854,19.06768,17.67241,17.10098,16.69895,5065.0,5.0,74.0,5.101478959515982e+18,0.1835426,4531.0,55563.0,96.0,0
86826,86826,358.406965535723,13.0301147557083,21.11064,20.96918,20.6319,20.63698,20.42227,7787.0,5.0,191.0,6.925567662262344e+18,1.110358,6151.0,56265.0,572.0,1
84047,84047,119.53864494249,22.6652032435834,23.75709,22.12396,20.33867,19.52275,19.01596,3560.0,4.0,72.0,5.03407917251719e+18,0.4992659,4471.0,55617.0,657.0,0
11325,11325,241.398164080806,44.2061425567493,16.55308,14.58439,13.69218,13.22702,12.94298,3225.0,4.0,195.0,1.3161819850890547e+18,0.04450108,1169.0,52753.0,18.0,0
45184,45184,226.789775513849,30.7931992239099,20.52088,18.02499,16.94538,16.55754,16.32983,3900.0,1.0,608.0,3.304539944130734e+18,-7.757288e-05,2935.0,54652.0,86.0,2
31774,31774,123.854418798427,-1.10653858853696,17.7459,16.22308,15.64555,15.42981,15.31997,1239.0,1.0,23.0,2.31604186821692e+18,9.623459e-05,2057.0,53816.0,239.0,2
57706,57706,22.3259638483199,21.9310020610046,21.32123,20.88859,20.18138,19.45438,18.93269,7917.0,4.0,242.0,5.772721742771673e+18,0.6631183,5127.0,55889.0,847.0,1
42692,42692,342.756441601162,5.85833207743443,21.62818,20.3532,18.87995,18.11292,17.57572,5655.0,1.0,241.0,4.967524914003465e+18,0.2247208,4412.0,55912.0,198.0,0
30422,30422,178.969185689945,35.1222577103856,21.8889,21.80657,21.60177,21.49071,21.66318,4552.0,4.0,68.0,1.1551978097541929e+19,1.009238,10260.0,58173.0,891.0,1
92887,92887,16.0552989718282,0.258066116962018,19.51035,18.76326,18.50586,18.21117,18.11552,4858.0,4.0,461.0,4.4598558619339366e+17,0.05142104,396.0,51816.0,470.0,0
1890,1890,358.742378528939,26.279243736196,22.96554,22.20663,20.39993,19.38,18.79011,8103.0,1.0,88.0,7.337555498823342e+18,0.4925363,6517.0,56563.0,239.0,0
78331,78331,1.46682371389102,19.4044892608139,21.68305,21.54158,21.24129,21.08006,20.78255,8096.0,2.0,237.0,8.550193960278317e+18,1.290904,7594.0,56947.0,400.0,1
34397,34397,217.998864955017,0.0378253584472789,18.14739,17.84615,18.14804,18.32856,18.60295,752.0,4.0,497.0,3.446581649872261e+17,-0.0001066727,306.0,51637.0,483.0,2
40966,40966,12.3772248291059,19.3468355351454,25.75904,21.61322,19.97878,19.14442,18.73645,7913.0,2.0,36.0,6.979704590402083e+18,0.4707876,6199.0,56220.0,913.0,0
88363,88363,325.682221866345,4.55154083041465,22.81409,22.40483,20.77184,19.83689,19.41478,5655.0,1.0,128.0,4.601579124087347e+18,0.5878923,4087.0,55449.0,95.0,0
52549,52549,0.0246191053197435,28.3727930215153,25.12839,23.35061,21.70535,20.46643,19.80259,4152.0,2.0,104.0,8.66495247464873e+18,0.6116146,7696.0,57655.0,97.0,0
78863,78863,242.731899448878,54.5667623142745,21.717,21.57108,20.89659,20.60168,20.03543,4011.0,2.0,72.0,8.516517840865744e+18,0.5025929,7564.0,56804.0,767.0,0
92969,92969,156.81469226728,21.4588785011865,22.46871,22.04357,22.30609,21.3863,20.72514,5140.0,1.0,38.0,1.0823281983746234e+19,0.9755172,9613.0,57865.0,22.0,0
45439,45439,208.811903469978,52.4052454687366,20.34189,18.37062,17.3035,16.85445,16.5063,3180.0,3.0,46.0,1.174345804907833e+18,0.1222954,1043.0,52465.0,117.0,0
24123,24123,212.743249517515,34.0223243277336,23.61172,22.33819,20.65617,19.64471,19.19123,4512.0,3.0,99.0,4.343765909531548e+18,0.5165445,3858.0,55273.0,160.0,0
19713,19713,325.701127842983,2.1801718282036,26.40409,22.89466,21.95409,20.67513,19.12831,7712.0,4.0,100.0,1.0317912082901916e+19,-5.181538e-05,9164.0,58045.0,601.0,2
25189,25189,177.135098492865,35.0267613590695,21.79397,20.50586,18.81359,18.2071,17.99324,4552.0,4.0,58.0,2.2912748126701097e+18,0.3417844,2035.0,53436.0,249.0,0
72864,72864,60.4140534907606,-5.78239382434875,20.59325,20.01725,19.0623,18.75558,18.55982,1045.0,3.0,176.0,1.84098466249575e+18,0.2880669,1635.0,53053.0,503.0,0
39287,39287,341.346436419484,0.0007972917345694,23.78946,22.03064,20.48644,19.45698,18.94924,4192.0,4.0,231.0,4.734503757777492e+18,0.5513329,4205.0,55454.0,344.0,0
20780,20780,210.296955791726,48.2932200412029,20.86993,20.94128,20.49022,20.48241,20.55737,2964.0,6.0,432.0,9.569186160649198e+18,1.289026,8499.0,57431.0,592.0,1
24376,24376,21.2964812714354,-4.57699792247226,21.2222,21.19082,20.80462,20.69592,20.80987,7865.0,4.0,57.0,8.909346416310376e+18,1.32548,7913.0,57333.0,365.0,1
50687,50687,331.997595899024,5.0750761522051,24.54165,22.36311,20.64052,19.82382,19.21552,5655.0,1.0,170.0,4.861788447395043e+18,0.4875323,4318.0,55508.0,555.0,0
6767,6767,151.869054975006,33.464010503345,21.31951,21.25343,21.37462,21.06812,20.82106,4518.0,5.0,161.0,1.1519223920994834e+19,1.900532,10231.0,58171.0,516.0,1
11779,11779,36.2635113317151,0.650775816183331,19.13885,17.93947,17.493,17.3387,17.28693,2820.0,5.0,108.0,8.25645447673678e+18,-0.0002114376,7333.0,56686.0,838.0,2
16280,16280,11.6153647017608,-1.06049892927722,19.24041,17.04234,15.95135,15.51335,15.13685,4263.0,1.0,193.0,4.4249106299331584e+17,0.123515,393.0,51794.0,45.0,0
70967,70967,241.423023346963,31.6769466216122,19.71487,18.04816,17.09816,16.62135,16.27147,3926.0,5.0,102.0,1.5820342771832852e+18,0.1163556,1405.0,52826.0,527.0,0
8906,8906,248.503027736344,22.4570282214228,20.30374,18.48937,17.57123,17.17085,16.86847,3919.0,4.0,300.0,1.7688426829704335e+18,0.0987523,1571.0,53174.0,196.0,0
89413,89413,234.163483112847,43.9520908403222,24.43519,22.11607,20.37399,19.35159,18.88065,3180.0,5.0,171.0,6.801624936408701e+18,0.5286245,6041.0,56102.0,231.0,0
